,tweet_date,processed_tweet_text
161462,2021-08-26,naingpaingsoe political prisoner admitting bago general hospital covid abdu
161466,2021-08-26,
161475,2021-08-26,reckless shootings artillery shells sac ppl injured including underage children women
161477,2021-08-26,mandalay alliance strike took streets fearlessly protest genocidal dictatorship despite diff
161478,2021-08-26,singapore air force a330 qatar
161494,2021-08-26,
161519,2021-08-26,years old man phone kyaw shot death sac terrorists phale village
161525,2021-08-26,sac shot dead year old mgvanbwethang neck near police station plaka ward thantlang chin stat
161534,2021-08-26,terrorist junta
161544,2021-08-26,sac brutally shot dead old man hpale village kawlin tsp aug way villa
161550,2021-08-26,sac shot dead year old mgvanbwethang neck near police station plaka ward thantlang chin stat
161558,2021-08-26,terrorist junta
161559,2021-08-26,water level malikha river risen today villages near kaunghmulon village putao townsh
161574,2021-08-26,terrorist junta
161615,2021-08-26,
161626,2021-08-26,terrorist junta
161638,2021-08-26,// death maungvanbwethang shot killed neck plaka thantlan
161642,2021-08-26,terrorist junta
161644,2021-08-26,terrorist junta
161655,2021-08-26,mandalay alliance strike took streets fearlessly protest genocidal dictatorship despite diff
161657,2021-08-26,reckless shootings artillery shells sac ppl injured including underage children women
161659,2021-08-26,
161662,2021-08-26,terrorist junta
161679,2021-08-26,
161694,2021-08-26,
161699,2021-08-26,sac shot dead year old mgvanbwethang neck near police station plaka ward thantlang chin stat
161703,2021-08-26,mandalay alliance strike took streets fearlessly protest genocidal dictatorship despite diff
161706,2021-08-26,
161714,2021-08-26,rights justice freedom want federal democracy
161716,2021-08-26,sac brutally shot dead old man hpale village kawlin tsp aug way villa
161722,2021-08-26,energy encourage batswana jab administer
161724,2021-08-26,reckless shootings artillery shells sac ppl injured including underage children women
161730,2021-08-26,clash offensive attacked sac chinland defence forcenear palatehtee village mindat aug25
161731,2021-08-26,sac shot dead year old mgvanbwethang neck near police station plaka ward thantlang chin stat
161732,2021-08-26,clash offensive attacked sac chinland defence forcenear palatehtee village mindat aug25
161736,2021-08-26,
161756,2021-08-26,hot joal ong follow
161757,2021-08-26,water level malikha river risen today villages near kaunghmulon village putao townsh
161760,2021-08-26,water level malikha river risen today villages near kaunghmulon village putao townsh
161763,2021-08-26,water level malikha river risen today villages near kaunghmulon village putao townsh
161778,2021-08-26,people chanmyatharsi demonstrated coalition strike military dictatorship night freely
161781,2021-08-26,phale village kawlin tsp sagaing sac terrorists encamped august shot dead man
161782,2021-08-26,funeral ban bwe htan brutally shot dead neck sac terrorists thantlang tsp yesterda
161783,2021-08-26,phyoe min thein chief minister yangon medication health problem infect
161786,2021-08-26,reckless shootings artillery shells sac ppl injured including underage children women
161787,2021-08-26,mandalay alliance strike took streets fearlessly protest genocidal dictatorship despite diff
161790,2021-08-26,sac shot dead year old mgvanbwethang neck near police station plaka ward thantlang chin stat
161793,2021-08-26,
161805,2021-08-26,sac brutally shot dead old man hpale village kawlin tsp aug way villa
161810,2021-08-26,mandalay alliance strike took streets fearlessly protest genocidal dictatorship despite diff
161811,2021-08-26,reckless shootings artillery shells sac ppl injured including underage children women
161814,2021-08-26,water level malikha river risen today villages near kaunghmulon village putao townsh
161848,2021-08-26,people chanmyatharsi demonstrated coalition strike military dictatorship night freely
161851,2021-08-26,people chanmyatharsi demonstrated coalition strike military dictatorship night freely
161853,2021-08-26,phale village kawlin tsp sagaing sac terrorists encamped august shot dead man
161865,2021-08-26,vice president kamala harris reaffirmed position firm support myanmar people persistence
161867,2021-08-26,sac military trucks abducted man tying hands rope aug24 monywa family
161872,2021-08-26,
161874,2021-08-26,terrorist junta
161878,2021-08-26,mandalay alliance strike took streets fearlessly protest genocidal dictatorship despite diff
161879,2021-08-26,reckless shootings artillery shells sac ppl injured including underage children women
161882,2021-08-26,water level malikha river risen today villages near kaunghmulon village putao townsh
161885,2021-08-26,junta uses covid weapons
161894,2021-08-26,
161895,2021-08-26,
161897,2021-08-26,justice
161899,2021-08-26,thantlang chin state civilians injured old boy shot died spot sac terror
161905,2021-08-26,
161906,2021-08-26,terrorist junta
161907,2021-08-26,terrorist junta
161918,2021-08-26,water level malikha river risen today villages near kaunghmulon village putao townsh
161920,2021-08-26,
161932,2021-08-26,water level malikha river risen today villages near kaunghmulon village putao townsh
161936,2021-08-26,terrorist junta
161937,2021-08-26,sac shot dead year old mgvanbwethang neck near police station plaka ward thantlang chin stat
161940,2021-08-26,reckless shootings artillery shells sac ppl injured including underage children women
161945,2021-08-26,sac brutally shot dead old man hpale village kawlin tsp aug way villa
161953,2021-08-26,shot far sleep wet pillow
161960,2021-08-26,terrorist junta
161964,2021-08-26,manchester man fired shots graveyard mourners jailed
161966,2021-08-26,guy daringly jerks follow
161967,2021-08-26,
161972,2021-08-26,
161973,2021-08-26,
161974,2021-08-26,
161975,2021-08-26,
161980,2021-08-26,sac shot dead year old mgvanbwethang neck near police station plaka ward thantlang chin stat
161994,2021-08-26,water level malikha river risen today villages near kaunghmulon village putao townsh
162001,2021-08-26,
162002,2021-08-26,terrorist junta
162004,2021-08-26,terrorist junta
162112,2021-08-26,friend getting buried bury
162200,2021-08-26,vous aimez cacher les infos
162204,2021-08-26,
162413,2021-08-26,drained load bussy wanna cum shot
162512,2021-08-26,daring cheeky help like retweet cum shot video
162619,2021-08-26,real shot
162622,2021-08-26,hot joal ong follow
162729,2021-08-27,283030 31day
162942,2021-08-27,found cute twink getting vaccinated
162980,2021-08-27,chitsanmaung myothant came trip shot dead unidentified gunmen
163096,2021-08-27,foto shot sama aslinya kok beda haha ~ durasi disini kmhot sih menurut jem
163307,2021-08-27,hot joal ong follow
163442,2021-08-27,lighting great snapped shot
163460,2021-08-27,singapore/ taemchick kkoong griptok phone case order closes
163529,2021-08-27,nostalgia porn haha
163601,2021-08-27,kehidupan antivax lagi tahun
163638,2021-08-27,asian naughty mature woman
163789,2021-08-27,water level malikha river risen today villages near kaunghmulon village putao townsh
163833,2021-08-27,new colleges nus deliver flexible interdisciplinary education accessibly greater scale
163921,2021-08-27,singapore condemns kabul bombings
163975,2021-08-27,freedom fuck want breed night
164074,2021-08-20,/ / sub #
164205,2021-08-20,
164415,2021-08-20,sac violently abducted youths filling emergency oxygen tanks covid patients monywa forced peo
164431,2021-08-20,terrorists raided youths living hostel accusation having link pdf shwepyithar yangon
164432,2021-08-20,sen uncontrollable covid spreading myanmar sufferi
164877,2021-08-20,refugees ngasinra
164896,2021-08-20,fully vaccinated
164961,2021-08-20,590 new infections reported | mizzima news insight
165018,2021-08-20,
165020,2021-08-20,stop abductions
165024,2021-08-20,
165026,2021-08-20,free prisoners needrx
165155,2021-08-20,sore armsss jab today kind horny soul like help shower
165326,2021-08-20,590 new infections reported | mizzima news insight
165591,2021-08-20,people died right things myanmar youths freedom thei
165592,2021-08-20,stop country recognizenug
165599,2021-08-20,people died right things myanmar youths freedom thei
165601,2021-08-20,stop country recognizenug
165620,2021-08-20,people died right things myanmar youths freedom thei
165622,2021-08-20,stop country recognizenug
165626,2021-08-20,
165686,2021-08-20,people died right things myanmar youths freedom thei
165687,2021-08-20,stop country recognizenug
165689,2021-08-20,cum shot video
165715,2021-08-20,people died right things myanmar youths freedom thei
165722,2021-08-20,
165727,2021-08-20,toll listed terrorists actual number higher recognizenug
165732,2021-08-20,toll listed terrorists actual number higher recognizenug
165743,2021-08-20,toll listed terrorists actual number higher recognizenug
165750,2021-08-20,people died right things myanmar youths freedom thei
165774,2021-08-20,toll listed terrorists actual number higher recognizenug
165783,2021-08-20,
165791,2021-08-20,stop country recognizenug
165794,2021-08-20,people died right things myanmar youths freedom thei
165892,2021-08-20,time august newsletter hear derek lim homeless hearts singapore shares volunteer
165935,2021-08-20,evening august youths arrested shot dead terrorist forces raid
165936,2021-08-20,recognizenug
166045,2021-08-20,people died right things myanmar youths freedom thei
166049,2021-08-20,stop country recognizenug
166053,2021-08-20,people died right things myanmar youths freedom thei
166055,2021-08-20,stop country recognizenug
166060,2021-08-20,
166062,2021-08-20,people died right things myanmar youths freedom thei
166064,2021-08-20,stop country recognizenug
166066,2021-08-20,
166072,2021-08-20,toll listed terrorists actual number higher recognizenug
166073,2021-08-20,toll listed terrorists actual number higher recognizenug
166080,2021-08-20,toll listed terrorists actual number higher recognizenug
166085,2021-08-20,
166109,2021-08-20,people died right things myanmar youths freedom thei
166116,2021-08-20,
166117,2021-08-20,myanmar courthouses remain closed sac declared long holidays guise covid detainees secti
166125,2021-08-20,toll listed terrorists actual number higher recognizenug
166127,2021-08-20,sen uncontrollable covid spreading myanmar sufferi
166130,2021-08-20,terrorists raided youths living hostel accusation having link pdf shwepyithar yangon
166132,2021-08-20,toll listed terrorists actual number higher recognizenug
166133,2021-08-20,aug14 thahtone tsp mon state sac battalion shot killed bypassing motorcyclists failing
166146,2021-08-20,toll listed terrorists actual number higher recognizenug
166155,2021-08-20,
166156,2021-08-20,
166161,2021-08-20,
166162,2021-08-20,
166164,2021-08-20,
166170,2021-08-20,
166180,2021-08-20,covid hits myanmar refugees thai idp camps
166184,2021-08-20,
166213,2021-08-20,people died right things myanmar youths freedom thei
166214,2021-08-20,stop country recognizenug
166218,2021-08-20,
166227,2021-08-20,toll listed terrorists actual number higher recognizenug
166235,2021-08-20,
166238,2021-08-20,
166241,2021-08-20,
166242,2021-08-20,covid hits myanmar refugees thai idp camps
166257,2021-08-20,myanmar courthouses remain closed sac declared long holidays guise covid detainees secti
166263,2021-08-20,recognizenug
166299,2021-08-20,terrorists raided youths living hostel accusation having link pdf shwepyithar yangon
166302,2021-08-20,sen uncontrollable covid spreading myanmar sufferi
166307,2021-08-20,myanmar courthouses remain closed sac declared long holidays guise covid detainees secti
166332,2021-08-20,myanmar courthouses remain closed sac declared long holidays guise covid detainees secti
166341,2021-08-20,wait funniest movie summer imax weekend tickets playing imax
166345,2021-08-20,recognizenug
166380,2021-08-20,people died right things myanmar youths freedom thei
166385,2021-08-20,stop country recognizenug
166393,2021-08-20,toll listed terrorists actual number higher recognizenug
166394,2021-08-20,stop country recognizenug
166399,2021-08-20,
166405,2021-08-20,
166407,2021-08-20,toll listed terrorists actual number higher recognizenug
166426,2021-08-20,
166503,2021-08-20,
166523,2021-08-20,
166535,2021-08-20,myanmar courthouses remain closed sac declared long holidays guise covid detainees secti
166552,2021-08-20,recognizenug
166561,2021-08-20,
166643,2021-08-20,probing moderna vaccine higher heart inflammation risk washington post
166696,2021-08-20,people died right things myanmar youths freedom thei
166697,2021-08-20,stop country recognizenug
166706,2021-08-20,
166709,2021-08-20,
166729,2021-08-20,myanmar courthouses remain closed sac declared long holidays guise covid detainees secti
166737,2021-08-20,
166740,2021-08-20,toll listed terrorists actual number higher recognizenug
166748,2021-08-20,
166751,2021-08-20,stop country recognizenug
166752,2021-08-20,people died right things myanmar youths freedom thei
166761,2021-08-20,myanmar courthouses remain closed sac declared long holidays guise covid detainees secti
166798,2021-08-20,recognizenug
166822,2021-08-20,
166825,2021-08-20,
166852,2021-08-20,stop country recognizenug
166901,2021-08-20,covid hits myanmar refugees thai idp camps
166904,2021-08-20,myanmar courthouses remain closed sac declared long holidays guise covid detainees secti
166971,2021-08-20,myanmar courthouses remain closed sac declared long holidays guise covid detainees secti
166980,2021-08-20,people died right things myanmar youths freedom thei
166982,2021-08-20,stop country recognizenug
166985,2021-08-20,
166991,2021-08-20,toll listed terrorists actual number higher recognizenug
166994,2021-08-20,people died right things myanmar youths freedom thei
166995,2021-08-20,stop country recognizenug
166996,2021-08-20,
166997,2021-08-20,
167000,2021-08-20,
167001,2021-08-20,
167005,2021-08-20,
167006,2021-08-20,myanmar courthouses remain closed sac declared long holidays guise covid detainees secti
167012,2021-08-20,toll listed terrorists actual number higher recognizenug
167021,2021-08-20,
167031,2021-08-20,aug introduced fully vaccinated cinemas locations lido nex waterway point
167104,2021-08-20,
167114,2021-08-20,toll listed terrorists actual number higher recognizenug
167117,2021-08-20,
167124,2021-08-20,
167130,2021-08-20,posted photo @ simei singapore
167134,2021-08-20,join tiger brokers free stocks
167153,2021-08-20,people died right things myanmar youths freedom thei
167156,2021-08-20,stop country recognizenug
167161,2021-08-20,
167222,2021-08-20,prisoners infected covid prisons mon state died pri
167224,2021-08-20,prisoners infected covid prisons mon state died pri
167227,2021-08-20,people died right things myanmar youths freedom thei
167228,2021-08-20,stop country recognizenug
167230,2021-08-20,
167232,2021-08-20,toll listed terrorists actual number higher recognizenug
167238,2021-08-20,
167242,2021-08-20,
167247,2021-08-20,myanmar courthouses remain closed sac declared long holidays guise covid detainees secti
167309,2021-08-20,myanmar courthouses remain closed sac declared long holidays guise covid detainees secti
167323,2021-08-20,myanmar courthouses remain closed sac declared long holidays guise covid detainees secti
167360,2021-08-20,
167361,2021-08-20,prisoners infected covid prisons mon state died pri
167366,2021-08-20,toll listed terrorists actual number higher recognizenug
167375,2021-08-20,
167377,2021-08-20,
167489,2021-08-20,prisoners infected covid prisons mon state died pri
167632,2021-08-20,happy enjoying margarita corona today
167662,2021-08-20,stop country recognizenug
167668,2021-08-20,
167671,2021-08-20,
167701,2021-08-20,told singaporean guy best
167703,2021-08-20,
167705,2021-08-20,
167760,2021-08-20,
167768,2021-08-20,got shot shot
167851,2021-08-20,
167858,2021-08-20,raging fire number movie opening day starring donnie yen nicholas tse
167862,2021-08-20,
167941,2021-08-20,week cover love shot time admins love
167951,2021-08-20,sac raided mwaylwal village gantgaw tsp opening gunfires old man got shot cervix abdomen severel
167990,2021-08-20,detained myanmar doctors catch covid custody
167995,2021-08-20,myanmar courthouses remain closed sac declared long holidays guise covid detainees secti
168009,2021-08-20,prisoners infected covid prisons mon state died pri
168016,2021-08-20,prisoners infected covid prisons mon state died pri
168017,2021-08-20,protest military dictatorship atrocities people covid crisis staged people aye
168031,2021-08-20,
168034,2021-08-20,toll listed terrorists actual number higher recognizenug
168038,2021-08-20,
168044,2021-08-20,evening august youths arrested shot dead terrorist forces raid
168080,2021-08-20,prisoners infected covid prisons mon state died pri
168081,2021-08-20,prisoners infected covid prisons mon state died pri
168099,2021-08-20,detained myanmar doctors catch covid custody
168101,2021-08-20,
168113,2021-08-20,protest military dictatorship atrocities people covid crisis staged people aye
168114,2021-08-20,street * maharaungmyay tsp mandalay sac terrorists shot men delivered water resulting injurin
168125,2021-08-20,
168156,2021-08-20,conditions worrying political abductess barely proper medical treatment recognizenug
168202,2021-08-20,sac raided mwaylwal village gantgaw tsp opening gunfires old man got shot cervix abdomen severel
168206,2021-08-20,prisoners infected covid prisons mon state died pri
168207,2021-08-20,prisoners infected covid prisons mon state died pri
168208,2021-08-20,sac raided mwaylwal village gantgaw tsp opening gunfires old man got shot cervix abdomen severel
168302,2021-09-21,marcel singapore reports 009 new local covid cases ginette multi ministry task force mtf happ
168499,2021-09-21,test shots draken outdoor shoots moment
168544,2021-09-21,covid lust curvy latina runs bbc theflourishxxx
168546,2021-09-21,
168598,2021-09-21,
168599,2021-09-21,
168761,2021-09-21,refugees infected covid village tsp northern
168822,2021-09-21,
168836,2021-09-21,
168858,2021-09-21,covid death toll surpasses pandemic
168859,2021-09-21,man filmed brutal rodney king beating new camcorder dies covid
169005,2021-09-21,
169089,2021-09-21,
169169,2021-09-21,yes caught thank fans singapore
169201,2021-09-21,registration sigma global virtual course seeks promote holistic rigorous collaborati
169218,2021-09-21,
169304,2021-09-21,
169364,2021-09-21,bummer hup sengs johor plant ordered close temporarily covid edge markets
169429,2021-09-21,refugees infected covid village tsp northern shan state fighting bet
169511,2021-09-21,learn china evergrande stock market investor
169517,2021-09-21,throwback vaxxed men orgy stay tuned vid series
169545,2021-09-21,bombarded juntas armed forces thangtlang chin state emptied thousands
169577,2021-09-21,shameless
169583,2021-09-21,
169592,2021-09-21,shameless
169630,2021-09-21,shameless
169706,2021-09-21,happy embassy ireland singapore
169716,2021-09-21,happy paper citations thank appreciation stay foolish stay hungry
169725,2021-09-21,singapore zoo
169864,2021-09-21,shameless
169873,2021-09-21,
169887,2021-09-21,bombarded juntas armed forces thangtlang chin state emptied thousands
169929,2021-09-21,
169945,2021-09-21,shameless
170012,2021-09-21,$ candy revolutionary travel crypto travel industry
170021,2021-09-21,singapore/ key 1st mini album bad love poster included order closes sept
170037,2021-09-21,candy revolutionary travel crypto travel industry
170215,2021-09-21,todays meet atiqah providing migrant workers iftar meals ramadan seaso
170279,2021-09-21,shameless
170299,2021-09-21,shameless
170300,2021-09-21,shameless
170452,2021-09-21,second photobook $ photos bdsm
170462,2021-09-21,shameless
170469,2021-09-21,posted photo @ clementi singapore
170689,2021-09-21,shameless
170695,2021-09-21,junta terrorists deliberately committed murders innocent people reason
170738,2021-09-21,
170762,2021-09-21,shameless
170764,2021-09-21,omg sweet potato ball ball jio jio
170775,2021-09-21,junta terrorists deliberately committed murders innocent people reason
170873,2021-09-21,junta terrorists deliberately committed murders innocent people reason
170943,2021-09-21,shameless
170949,2021-09-21,junta terrorists deliberately committed murders innocent people reason
170979,2021-09-21,shameless
170982,2021-09-21,junta terrorists deliberately committed murders innocent people reason
171000,2021-09-21,bombarded juntas armed forces thangtlang chin state emptied thousands
171004,2021-09-21,junta soldiers shot abducted motorcyclists including myo naing volunteer aunglan tsp night
171011,2021-09-21,thantlang hakha sagaing magway villages burnt north sagaing division kayah mandalay civilians
171066,2021-09-21,junta soldiers shot abducted motorcyclists including myo naing volunteer aunglan tsp night
171117,2021-09-21,junta terrorists deliberately committed murders innocent people reason
171140,2021-09-21,junta terrorists deliberately committed murders innocent people reason
171209,2021-09-21,bombarded juntas armed forces thangtlang chin state emptied thousands
171210,2021-09-21,junta soldiers shot abducted motorcyclists including myo naing volunteer aunglan tsp night
171250,2021-09-21,hell avoid article armys
171278,2021-09-21,
171287,2021-09-21,shameless
171292,2021-09-21,junta terrorists deliberately committed murders innocent people reason
171434,2021-09-21,// death bomb blast happens checkpoint chaungtaung age tsp mon state sep
171447,2021-09-21,people including myo naing philanthropist shot abducted aung
171452,2021-09-21,// death bomb blast happens checkpoint chaungtaung age tsp mon state sep man
171455,2021-09-21,clicks disrespectful piece sht aicle armys
171457,2021-09-21,// death bomb blast happens checkpoint chaungtaung age tsp mon state sep man
171481,2021-09-21,// death bomb blast happens checkpoint chaungtaung age tsp mon state sep man
171510,2021-09-21,junta terrorists deliberately committed murders innocent people reason
171532,2021-09-21,// death bomb blast happens checkpoint chaungtaung age tsp mon state sep man
171555,2021-09-21,// death bomb blast happens checkpoint chaungtaung age tsp mon state sep man
171559,2021-09-21,sac troops shot dead innocent local resident yechaungtaung village tsp mon state yesterday
171562,2021-09-21,junta terrorists deliberately committed murders innocent people reason
171570,2021-09-21,sac troops shot dead innocent local resident yechaungtaung village tsp mon state yesterday
171581,2021-09-21,happy mid autumn festival
171628,2021-09-21,
171709,2021-09-21,// death bomb blast happens checkpoint chaungtaung age tsp mon state sep man
171729,2021-09-21,shameless
171734,2021-09-21,junta terrorists deliberately committed murders innocent people reason
171754,2021-09-21,// death bomb blast happens checkpoint chaungtaung age tsp mon state sep man
171801,2021-09-21,people including myo naing philanthropist shot abducted aung
171809,2021-09-21,// death bomb blast happens checkpoint chaungtaung age tsp mon state sep man
171841,2021-09-21,// death bomb blast happens checkpoint chaungtaung age tsp mon state sep man
171878,2021-09-21,like hard shots
171879,2021-09-21,happy mid autumn festival
171894,2021-09-21,happy autumn festival simply feel festive atmosphere exposing moonlight haha
171911,2021-09-21,
171929,2021-09-21,junta terrorists deliberately committed murders innocent people reason
171978,2021-09-21,
171981,2021-09-21,
172005,2021-09-21,
172022,2021-09-21,favorites singapore straight boy loves package
172026,2021-09-21,accurate 101 % middle class blame covid mess
172036,2021-09-21,
172045,2021-09-21,bombarded juntas armed forces thangtlang chin state emptied thousands
172069,2021-09-21,bombarded juntas armed forces thangtlang chin state emptied thousands
172075,2021-09-21,junta soldiers shot abducted motorcyclists including myo naing volunteer aunglan tsp night
172078,2021-09-21,sac troops shot dead innocent local resident yechaungtaung village tsp mon state yesterday
172090,2021-09-21,bombarded juntas armed forces thangtlang chin state emptied thousands
172091,2021-09-21,
172093,2021-09-21,junta soldiers shot abducted motorcyclists including myo naing volunteer aunglan tsp night
172094,2021-09-21,
172095,2021-09-21,
172097,2021-09-21,sac troops shot dead innocent local resident yechaungtaung village tsp mon state yesterday
172109,2021-09-21,shameless
172117,2021-09-21,
172118,2021-09-21,
172121,2021-09-21,
172122,2021-09-21,
172128,2021-09-21,
172132,2021-09-21,sac troops shot dead innocent local resident yechaungtaung village tsp mon state yesterday
172161,2021-09-05,best shot
172162,2021-09-05,selling star wars black series archive $ shopee
172193,2021-09-05,covid spreads idp camp township herald
172233,2021-09-05,construction site hakha members sac forces shot gunfires nearly youths
172306,2021-09-05,
172351,2021-09-05,selling substandard packaging / paintwork ] / $ shopee
172352,2021-09-05,
172353,2021-09-05,junta terrorists committing killing innocent young man phaungkarzin vill
172354,2021-09-05,covid situation myanmar
172369,2021-09-05,covid spreads idp camp township herald
172370,2021-09-05,covid situation myanmar
172376,2021-09-05,sagaing sac terrorists inspected motorcycles townships cases sac terrorists shot abducted
172408,2021-09-05,miss vid singaporean fucks tourist hot post awhile
172504,2021-09-05,// death sac shot dead old mgkhaingzaw phaungkarzin village tsp night
172506,2021-09-05,junta terrorists committing killing innocent young man phaungkarzin vill
172517,2021-09-05,junta terrorists committing killing innocent young man phaungkarzin vill
172518,2021-09-05,// death sac shot dead old mgkhaingzaw phaungkarzin village tsp night
172540,2021-09-05,motorcyclists naing soe min brutally shot dead military terrorists stopping
172545,2021-09-05,people people nam nun kone villages legitimacy nug
172563,2021-09-05,posted video @ singapore
172567,2021-09-05,// death sac shot dead old mgkhaingzaw phaungkarzin village tsp night
172590,2021-09-05,clementi singapore
172629,2021-09-05,people people nam nun kone villages legitimacy nug
172661,2021-09-05,// death sac shot dead old mgkhaingzaw phaungkarzin village tsp night
172689,2021-09-05,year old young man named khine zaw village taze tsp sagaing region shot dead regimes
172690,2021-09-05,idps camps rakhine state need dire medical assistances
172691,2021-09-05,year old young man named khine zaw village taze tsp sagaing region shot dead regimes
172703,2021-09-05,people people nam nun kone villages legitimacy nug
172708,2021-09-05,covid situation myanmar
172709,2021-09-05,junta terrorists committing killing innocent young man phaungkarzin vill
172710,2021-09-05,hakha tsp youths worked myothit project violently shot sac terrorists forces
172713,2021-09-05,// death ukantun aged abducted sac terrorists yesterday found dead gun shot wound
172726,2021-09-05,kothan toe aung shot dead reasons kyaung vlg magways pwintphyu tsp
172742,2021-09-05,
172757,2021-09-05,idps camps rakhine state need dire medical assistances
172760,2021-09-05,firefight erupted knla junta near hpapun tsp kachin fired indiscriminate artillery
172784,2021-09-05,recent days men motorcycle shot sac terrorists tadarphyu bus stop hlaingtharyar man
172817,2021-09-01,play lazzie star win % min spend lazada voucher $ lazada bonus $ 000 worth grand
172928,2021-09-01,village raided sac houses destroyed belongings looted days
172940,2021-09-01,
172941,2021-09-01,
172956,2021-09-01,standfordemocracy
172959,2021-09-01,sac abducted journalist delta news agency komyosansoe working philanthropist helping oxygen
172990,2021-09-01,mao god singapore beng marvels shang chi
173040,2021-09-01,standfordemocracy
173070,2021-09-01,daily update myanmar standfordemocracy
173093,2021-09-01,
173094,2021-09-01,plights children crisis coup negligence world community
173129,2021-09-01,
173173,2021-09-01,sac terrorists guarding myawaddy bank myitkyina tsp shot men motorcycle way remove fish nets
173208,2021-09-01,sac sponsored thugs pyusawh
173209,2021-09-01,sac terrorists guarding myawaddy bank tsp shot men cycle way remo
173237,2021-09-01,sac terrorists guarding myawaddy bank tsp shot men cycle way remove fish nets aug
173246,2021-09-01,sac terrorists guarding myawaddy bank tsp shot men cycle way remove fish nets aug
173264,2021-09-01,sac terrorists guarding myawaddy bank tsp shot men cycle way remove fish nets aug
173278,2021-09-01,sac thugs guarding myawaddy bank myitkyina kachin state shot men cycle way remove fish
173303,2021-09-01,sac terrorists guarding myawaddy bank tsp shot men cycle way remove fish nets aug
173413,2021-09-01,
173415,2021-09-01,karen state sac thugs battalion stationed warkalutu village sawmupalaw area luthaw tsp
173427,2021-09-01,
173439,2021-09-01,
173450,2021-09-01,sac terrorists guarding myawaddy bank tsp shot men cycle way remove fish nets aug
173468,2021-09-01,daily update myanmar standfordemocracy
173475,2021-09-01,standfordemocracy
173477,2021-09-01,plights children crisis coup negligence world community
173560,2021-09-01,shot month
173569,2021-09-01,shot month tissue muna susunod bunganga naman
173577,2021-09-01,
173618,2021-09-01,
173622,2021-09-01,
173634,2021-09-01,
173702,2021-09-01,standfordemocracy
173703,2021-09-01,plights children crisis coup negligence world community
173714,2021-09-01,
173715,2021-09-01,
173734,2021-09-01,
173738,2021-09-01,
173771,2021-09-01,
173786,2021-09-01,sac terrorists guarding myawaddy bank tsp shot men cycle way remove fish nets aug
173792,2021-09-01,
173798,2021-09-01,mother nyi nyi aung htet naing fallen heroes february today arrested place
173800,2021-09-01,
173803,2021-09-01,mother nyi nyi aung htet naing fallen heroes february today arrested place
173870,2021-09-01,myithitkyi ward myitkyina tsp sac terrorists shot motorcyclists resulting death aged fathe
173882,2021-09-01,mother nyi nyi aung htet naing fallen heroes february today arrested place
173919,2021-09-01,dawwinmar mother nyinyiaunghtetnaing shot dead sac terrorists protest abducted today
173925,2021-09-01,harap harapan nga tayong ninanakawan mga tsong hahayaan tayong magkasakit mamatay wiw
173929,2021-09-01,mother nyi nyi aung htet naing fallen heroes february today arrested place
173932,2021-09-01,sac terrorists guarding myawaddy bank tsp shot men cycle way remove fish nets aug
174036,2021-09-01,
174037,2021-09-01,
174076,2021-09-01,
174079,2021-09-01,mother nyi nyi aung htet naing fallen heroes february today arrested place
174087,2021-09-01,missing life covid
174103,2021-09-01,
174105,2021-09-01,mother nyi nyi aung htet naing fallen heroes february today arrested place
174111,2021-09-01,mother nyi nyi aung htet naing fallen heroes february today arrested place
174112,2021-09-01,sac terrorists guarding myawaddy bank tsp shot men cycle way remove fish nets aug
174123,2021-09-01,military terrorists set fire kabaungkya village taze tsp shot dead villagers dead bodies
174127,2021-09-01,video footage monstrous sac terrorists violently storming days kabaungkya village taze tsp
174129,2021-09-01,dawwinmar mother nyinyiaunghtetnaing shot dead sac terrorists protest abducted today
174165,2021-09-01,
174166,2021-09-01,
174167,2021-09-01,mother nyi nyi aung htet naing fallen heroes february today arrested place
174169,2021-09-01,mother nyi nyi aung htet naing fallen heroes february today arrested place
174263,2021-09-01,looking good colorado link
174319,2021-09-01,
174323,2021-09-01,common sense prevails vaccination culture
174337,2021-09-01,kae rezpact cultur3
174443,2021-09-01,speaks passionately believe singapore malaysia propsoerous fou
174590,2021-09-09,selling kotobukiya artfx+ / justice lea $ 250 shopee
174602,2021-09-09,myanmar covid situation
174605,2021-09-09,life sketches new outlet scotts square
174607,2021-09-09,explain germany got vaccinated travel lane singapore
174610,2021-09-09,
174620,2021-09-09,// death sac abducted kongamoe phayarhla village taungthar tsp aug30 shot dead sep8 sac
174624,2021-09-09,stop abductions
174640,2021-09-09,// death sac abducted kongamoe phayarhla village taungthar tsp aug30 shot dead sep8 sac
174677,2021-09-09,stop abductions
174679,2021-09-09,// death sac abducted kongamoe phayarhla village taungthar tsp aug30 shot dead sep8 sac
174768,2021-09-09,
174804,2021-09-09,pale tsp sagaing region
174813,2021-09-09,
174816,2021-09-09,
174822,2021-09-09,
174825,2021-09-09,pass old lives existence people died covid charity association
174846,2021-09-09,singapore embarrassed unlink cases lol
174863,2021-09-09,myanmar covid situation
174898,2021-09-09,stop abductions
174913,2021-09-09,sac terrorists shot dead innocent civilian thant multiple gunshots passing
174919,2021-09-09,sac forcibly abducted headmaster hakhas hospital house military trucks afternoon ami
175036,2021-08-20,sac raided mwaylwal village gantgaw tsp opening gunfires old man got shot cervix abdomen severel
175037,2021-08-20,prisoners infected covid prisons mon state died pri
