,user_screenname,tweet_text
22764,MothershipSG,Photographer captures heavenly shot of MBS & Gardens by the Bay doused in sunshine https://t.co/CM4FLrzENA https://t.co/llPGtt2hjy
22765,kixes,Chinese Singaporeans did not make “concessions” by speaking English. This “concession” logic only works if the star… https://t.co/5pjf4WXx1J
22766,MothershipSG,"[JUST IN] Covid-19 update in S'pore on Aug. 30:

NEW CASES: 155

* Locally-transmitted cases: 147
* Imported cases:… https://t.co/EO3C44m0rj"
22767,SaveMM99,Military Terrorists arbitrarily abducted Ko Kyaw Zin(former ward Administrator of ThaephyuWa) and also forcefully r… https://t.co/QcBNuj7urP
22768,ChannelNewsAsia,"Claims of Chinese privilege in Singapore “entirely baseless”, all races treated equally with no special privileges:… https://t.co/hEQgcJNry9"
22769,STForeignDesk,Australia agrees Covid-19 vaccine swop deal with Singapore https://t.co/vQnbBfYqoc
22770,straits_times,Singapore 2030: How the Lion City will transform in the next decade https://t.co/FCCV74ww5K
22771,leehsienloong,"Singapore & Australia have agreed to a dose sharing arrangement of COVID-19 vaccines. We will send them 500,000 Pfi… https://t.co/alEgCrXsxD"
22772,TODAYonline,"Adulting 101: Now that I am a working adult, will I ever stop feeling tired?
https://t.co/zA7kiM9u3X https://t.co/mUVf5v6N8g"
22773,ChannelNewsAsia,"Claims of Chinese privilege in Singapore “entirely baseless”, all races treated equally with no special privileges:… https://t.co/hEQgcJNry9"
22774,STForeignDesk,Three hours a week: Play time's over for China's young video gamers https://t.co/1C8pIC4esi
22775,historyogi,Selamat Hari Kebangsaan 2021 to all Malaysian tweeps! Wishing that you will overcome your present difficulties & we… https://t.co/3G9framuLv
22776,ChannelNewsAsia,"Claims of Chinese privilege in Singapore “entirely baseless”, all races treated equally with no special privileges:… https://t.co/hEQgcJNry9"
22777,kixes,Chinese Singaporeans did not make “concessions” by speaking English. This “concession” logic only works if the star… https://t.co/5pjf4WXx1J
22778,kixes,Chinese Singaporeans did not make “concessions” by speaking English. This “concession” logic only works if the star… https://t.co/5pjf4WXx1J
22779,ChannelNewsAsia,"Claims of Chinese privilege in Singapore “entirely baseless”, all races treated equally with no special privileges:… https://t.co/hEQgcJNry9"
22780,ChannelNewsAsia,"Claims of Chinese privilege in Singapore “entirely baseless”, all races treated equally with no special privileges:… https://t.co/hEQgcJNry9"
22781,ChannelNewsAsia,"10 investigated for illegal horse betting activities, COVID-19 breaches in Yishun https://t.co/dhdg942DKQ https://t.co/ZP9Fub2pZS"
22782,SaveMM99,"Name Correction according to Khitthit media,the abducted former Administrator,U Kyaw Myo Zin had been handcuffed in… https://t.co/FtjtGqStBZ"
22783,Tan_Hui_Yee,"@NUGMyanmar names Chinese, Japanese, Thai and Singapore companies ""undertaking illegal investments by seeking permi… https://t.co/Mc1svcaCT3"
22784,SaveMM99,"Name Correction according to Khitthit media,the abducted former Administrator,U Kyaw Myo Zin had been handcuffed in… https://t.co/FtjtGqStBZ"
22785,leehsienloong,"Singapore & Australia have agreed to a dose sharing arrangement of COVID-19 vaccines. We will send them 500,000 Pfi… https://t.co/alEgCrXsxD"
22786,VivianBala,"Singapore will swap 500,000 doses of our existing Pfizer-BioNTech vaccine stock to support Australia’s vaccine roll… https://t.co/68smtZC2Do"
22787,ChannelNewsAsia,"Claims of Chinese privilege in Singapore “entirely baseless”, all races treated equally with no special privileges:… https://t.co/hEQgcJNry9"
22788,TODAYonline,"Adulting 101: Now that I am a working adult, will I ever stop feeling tired?
https://t.co/zA7kiM9u3X https://t.co/mUVf5v6N8g"
22789,SaveMM99,Military Terrorists arbitrarily abducted Ko Kyaw Zin(former ward Administrator of ThaephyuWa) and also forcefully r… https://t.co/QcBNuj7urP
22790,MothershipSG,"S’pore sends 500,000 Pfizer vaccine doses to Australia, who will return same amount in December… https://t.co/CiVT7YLQQ2"
22791,Tan_Hui_Yee,"@NUGMyanmar names Chinese, Japanese, Thai and Singapore companies ""undertaking illegal investments by seeking permi… https://t.co/Mc1svcaCT3"
22792,TODAYonline,"Adulting 101: Now that I am a working adult, will I ever stop feeling tired?
https://t.co/zA7kiM9u3X https://t.co/mUVf5v6N8g"
22793,spring21MM,"Ko Myo San Soe,former journalist at Delta News Agency,who is currently working as philanthropist & searching oxygen… https://t.co/295DNXqLW8"
22794,ChannelNewsAsia,"Claims of Chinese privilege in Singapore “entirely baseless”, all races treated equally with no special privileges:… https://t.co/hEQgcJNry9"
22795,ChannelNewsAsia,"Claims of Chinese privilege in Singapore “entirely baseless”, all races treated equally with no special privileges:… https://t.co/hEQgcJNry9"
22796,LeongWaiKitCNA,"#MYANMAR #COVID19 SITUATION AUG 31

Total tally:
395,883

New daily cases:
3,583

New daily deaths:
104

Deaths so… https://t.co/4AHA0pZQ2b"
22797,LeongWaiKitCNA,"#MYANMAR #COVID19 SITUATION AUG 31

Total tally:
395,883

New daily cases:
3,583

New daily deaths:
104

Deaths so… https://t.co/4AHA0pZQ2b"
22798,LeongWaiKitCNA,"#MYANMAR #COVID19 SITUATION AUG 31

Total tally:
395,883

New daily cases:
3,583

New daily deaths:
104

Deaths so… https://t.co/4AHA0pZQ2b"
22799,LeongWaiKitCNA,"#MYANMAR #COVID19 SITUATION AUG 31

Total tally:
395,883

New daily cases:
3,583

New daily deaths:
104

Deaths so… https://t.co/4AHA0pZQ2b"
22800,spring21MM,"U Kyaw Myo Zin, a former NLD village administrator, was handcuffed & brutally Shot Dead by the Military Terrorists… https://t.co/4V6Djq5jLp"
22801,spring21MM,"U Kyaw Myo Zin, a former NLD village administrator, was handcuffed & brutally Shot Dead by the Military Terrorists… https://t.co/4V6Djq5jLp"
22802,spring21MM,"U Kyaw Myo Zin, a former NLD village administrator, was handcuffed & brutally Shot Dead by the Military Terrorists… https://t.co/4V6Djq5jLp"
22803,LeongWaiKitCNA,"#MYANMAR #COVID19 SITUATION AUG 31

Total tally:
395,883

New daily cases:
3,583

New daily deaths:
104

Deaths so… https://t.co/4AHA0pZQ2b"
22804,LeongWaiKitCNA,"#MYANMAR #COVID19 SITUATION AUG 31

Total tally:
395,883

New daily cases:
3,583

New daily deaths:
104

Deaths so… https://t.co/4AHA0pZQ2b"
22805,spring21MM,"U Kyaw Myo Zin, a former NLD village administrator, was handcuffed & brutally Shot Dead by the Military Terrorists… https://t.co/4V6Djq5jLp"
22806,spring21MM,"U Kyaw Myo Zin, a former NLD village administrator, was handcuffed & brutally Shot Dead by the Military Terrorists… https://t.co/4V6Djq5jLp"
22807,LeongWaiKitCNA,"#MYANMAR #COVID19 SITUATION AUG 31

Total tally:
395,883

New daily cases:
3,583

New daily deaths:
104

Deaths so… https://t.co/4AHA0pZQ2b"
22808,LeongWaiKitCNA,"#MYANMAR #COVID19 SITUATION AUG 31

Total tally:
395,883

New daily cases:
3,583

New daily deaths:
104

Deaths so… https://t.co/4AHA0pZQ2b"
22809,spring21MM,"U Kyaw Myo Zin, a former NLD village administrator, was handcuffed & brutally Shot Dead by the Military Terrorists… https://t.co/4V6Djq5jLp"
22810,spring21MM,"U Kyaw Myo Zin, a former NLD village administrator, was handcuffed & brutally Shot Dead by the Military Terrorists… https://t.co/4V6Djq5jLp"
22811,spring21MM,"U Kyaw Myo Zin, a former NLD village administrator, was handcuffed & brutally Shot Dead by the Military Terrorists… https://t.co/4V6Djq5jLp"
22812,LeongWaiKitCNA,"#MYANMAR #COVID19 SITUATION AUG 31

Total tally:
395,883

New daily cases:
3,583

New daily deaths:
104

Deaths so… https://t.co/4AHA0pZQ2b"
22813,ChannelNewsAsia,"Singapore will send 500,000 COVID-19 vaccine doses to Australia, to be returned in December https://t.co/mUUpg5vOHD https://t.co/nERt5ypCGn"
22814,spring21MM,"U Kyaw Myo Zin, a former NLD village administrator, was handcuffed & brutally Shot Dead by the Military Terrorists… https://t.co/4V6Djq5jLp"
22815,ChannelNewsAsia,"Claims of Chinese privilege in Singapore “entirely baseless”, all races treated equally with no special privileges:… https://t.co/hEQgcJNry9"
22816,spring21MM,"Ko Myo San Soe,former journalist at Delta News Agency,who is currently working as philanthropist & searching oxygen… https://t.co/295DNXqLW8"
22817,LeongWaiKitCNA,"#MYANMAR #COVID19 SITUATION AUG 26

Total tally:
380,879

New daily cases:
2,502

New daily deaths:
115

Deaths so… https://t.co/OSGC5ka3e0"
22818,SaveMM99,Due to  indiscriminately shot of Terrorists(SAC)with both small arms&artillery shells on Aug25 evening at… https://t.co/wlNYmOhIt2
22819,SaveMM99,During clash within Offensive Attacked Military Terrorists and Chinland Defence Force(CDF) that broke out near Pala… https://t.co/2NgPgtg3hM
22820,TODAYonline,NUS to merge Yale-NUS and University Scholars Programme into new college; engineering and design schools to be comb… https://t.co/G9Wc4F020s
22821,leehsienloong,"Join me for the National Day Rally this Sun, 29 Aug at 6:45pm! The Rally will be live streamed on my Facebook Page… https://t.co/kHMhYIjWXZ"
22822,TODAYonline,NUS to merge Yale-NUS and University Scholars Programme into new college; engineering and design schools to be comb… https://t.co/G9Wc4F020s
22823,SaveMM99,"As Massive forces of Terrorists(SAC) forcefully raided Kapaungkya village as 7th times,#Tanze tsp,#Sagaing division… https://t.co/7Bs0eoX6xK"
22824,SaveMM99,"As Massive forces of Terrorists(SAC) forcefully raided Kapaungkya village as 7th times,#Tanze tsp,#Sagaing division… https://t.co/7Bs0eoX6xK"
22825,spring21MM,"(1/2)
Ko Lwin Moe was Brutally Shot Dead after being abducted & interrogated by Military Terrorists in #Karpaungkya… https://t.co/yXJ54838SP"
22826,spring21MM,"(1/2)
U Thein Min Tun, a bread seller, was Brutally Shot Dead by Military Terrorists when terrorist troops stormed… https://t.co/jbcTU5DNvO"
22827,spring21MM,"(1/2)
Ko Lwin Moe was Brutally Shot Dead after being abducted & interrogated by Military Terrorists in #Karpaungkya… https://t.co/yXJ54838SP"
22828,leehsienloong,"Join me for the National Day Rally this Sun, 29 Aug at 6:45pm! The Rally will be live streamed on my Facebook Page… https://t.co/kHMhYIjWXZ"
22829,TODAYonline,NUS to merge Yale-NUS and University Scholars Programme into new college; engineering and design schools to be comb… https://t.co/G9Wc4F020s
22830,TODAYonline,NUS to merge Yale-NUS and University Scholars Programme into new college; engineering and design schools to be comb… https://t.co/G9Wc4F020s
22831,TODAYonline,NUS to merge Yale-NUS and University Scholars Programme into new college; engineering and design schools to be comb… https://t.co/G9Wc4F020s
22832,TODAYonline,NUS to merge Yale-NUS and University Scholars Programme into new college; engineering and design schools to be comb… https://t.co/G9Wc4F020s
22833,LeongWaiKitCNA,"#MYANMAR #COVID19 SITUATION AUG 26

Total tally:
380,879

New daily cases:
2,502

New daily deaths:
115

Deaths so… https://t.co/OSGC5ka3e0"
22834,LeongWaiKitCNA,"#MYANMAR #COVID19 SITUATION AUG 27

Total tally:
383,514

New daily cases:
2,635

New daily deaths:
113

Deaths so… https://t.co/kMEzXvJkbU"
22835,business,"The worst places to be during the pandemic right now are all in Southeast Asia: 

🇹🇭  Thailand
🇻🇳  Vietnam
🇮🇩  Indo… https://t.co/vmoMcsi36z"
22836,SaveMM99,"As Massive forces of Terrorists(SAC) forcefully raided Kapaungkya village as 7th times,#Tanze tsp,#Sagaing division… https://t.co/7Bs0eoX6xK"
22837,TODAYonline,NUS to merge Yale-NUS and University Scholars Programme into new college; engineering and design schools to be comb… https://t.co/G9Wc4F020s
22838,spring21MM,"(1/2)
U Thein Min Tun, a bread seller, was Brutally Shot Dead by Military Terrorists when terrorist troops stormed… https://t.co/jbcTU5DNvO"
22839,spring21MM,"(1/2)
Ko Lwin Moe was Brutally Shot Dead after being abducted & interrogated by Military Terrorists in #Karpaungkya… https://t.co/yXJ54838SP"
22840,SaveMM99,"As Massive forces of Terrorists(SAC) forcefully raided Kapaungkya village as 7th times,#Tanze tsp,#Sagaing division… https://t.co/7Bs0eoX6xK"
22841,TODAYonline,NUS to merge Yale-NUS and University Scholars Programme into new college; engineering and design schools to be comb… https://t.co/G9Wc4F020s
22842,TODAYonline,NUS to merge Yale-NUS and University Scholars Programme into new college; engineering and design schools to be comb… https://t.co/G9Wc4F020s
22843,straits_times,"Dogs to sniff out wildlife smuggling, with ban on sale of ivory kicking in on Sept 1 https://t.co/4G0UeuyfGS"
22844,LeongWaiKitCNA,"#MYANMAR #COVID19 SITUATION AUG 27

Total tally:
383,514

New daily cases:
2,635

New daily deaths:
113

Deaths so… https://t.co/kMEzXvJkbU"
22845,LeongWaiKitCNA,"#MYANMAR #COVID19 SITUATION AUG 27

Total tally:
383,514

New daily cases:
2,635

New daily deaths:
113

Deaths so… https://t.co/kMEzXvJkbU"
22846,spring21MM,"(1/2)
U Thein Min Tun, a bread seller, was Brutally Shot Dead by Military Terrorists when terrorist troops stormed… https://t.co/jbcTU5DNvO"
22847,spring21MM,"(1/2)
U Thein Min Tun, a bread seller, was Brutally Shot Dead by Military Terrorists when terrorist troops stormed… https://t.co/jbcTU5DNvO"
22848,LeongWaiKitCNA,"#MYANMAR #COVID19 SITUATION AUG 27

Total tally:
383,514

New daily cases:
2,635

New daily deaths:
113

Deaths so… https://t.co/kMEzXvJkbU"
22849,spring21MM,"(1/2)
U Thein Min Tun, a bread seller, was Brutally Shot Dead by Military Terrorists when terrorist troops stormed… https://t.co/jbcTU5DNvO"
22850,LeongWaiKitCNA,"#MYANMAR #COVID19 SITUATION AUG 27

Total tally:
383,514

New daily cases:
2,635

New daily deaths:
113

Deaths so… https://t.co/kMEzXvJkbU"
22851,spring21MM,"(1/2)
U Thein Min Tun, a bread seller, was Brutally Shot Dead by Military Terrorists when terrorist troops stormed… https://t.co/jbcTU5DNvO"
22852,LeongWaiKitCNA,"#MYANMAR #COVID19 SITUATION AUG 27

Total tally:
383,514

New daily cases:
2,635

New daily deaths:
113

Deaths so… https://t.co/kMEzXvJkbU"
22853,LeongWaiKitCNA,"#MYANMAR #COVID19 SITUATION AUG 27

Total tally:
383,514

New daily cases:
2,635

New daily deaths:
113

Deaths so… https://t.co/kMEzXvJkbU"
22854,LeongWaiKitCNA,"#MYANMAR #COVID19 SITUATION AUG 27

Total tally:
383,514

New daily cases:
2,635

New daily deaths:
113

Deaths so… https://t.co/kMEzXvJkbU"
22855,spring21MM,"(1/2)
U Thein Min Tun, a bread seller, was Brutally Shot Dead by Military Terrorists when terrorist troops stormed… https://t.co/jbcTU5DNvO"
22856,spring21MM,"(1/2)
U Thein Min Tun, a bread seller, was Brutally Shot Dead by Military Terrorists when terrorist troops stormed… https://t.co/jbcTU5DNvO"
22857,spring21MM,"(1/2)
U Thein Min Tun, a bread seller, was Brutally Shot Dead by Military Terrorists when terrorist troops stormed… https://t.co/jbcTU5DNvO"
22858,spring21MM,"(1/2)
U Thein Min Tun, a bread seller, was Brutally Shot Dead by Military Terrorists when terrorist troops stormed… https://t.co/jbcTU5DNvO"
22859,spring21MM,"(1/2)
Ko Lwin Moe was Brutally Shot Dead after being abducted & interrogated by Military Terrorists in #Karpaungkya… https://t.co/yXJ54838SP"
22860,spring21MM,"(1/2)
Ko Lwin Moe was Brutally Shot Dead after being abducted & interrogated by Military Terrorists in #Karpaungkya… https://t.co/yXJ54838SP"
22861,spring21MM,"(1/2)
Ko Lwin Moe was Brutally Shot Dead after being abducted & interrogated by Military Terrorists in #Karpaungkya… https://t.co/yXJ54838SP"
22862,spring21MM,"(1/2)
Ko Lwin Moe was Brutally Shot Dead after being abducted & interrogated by Military Terrorists in #Karpaungkya… https://t.co/yXJ54838SP"
22863,spring21MM,"(1/2)
Ko Lwin Moe was Brutally Shot Dead after being abducted & interrogated by Military Terrorists in #Karpaungkya… https://t.co/yXJ54838SP"
22864,spring21MM,"(1/2)
Ko Lwin Moe was Brutally Shot Dead after being abducted & interrogated by Military Terrorists in #Karpaungkya… https://t.co/yXJ54838SP"
22865,spring21MM,"(1/2)
Ko Lwin Moe was Brutally Shot Dead after being abducted & interrogated by Military Terrorists in #Karpaungkya… https://t.co/yXJ54838SP"
22866,spring21MM,"(1/2)
U Thein Min Tun, a bread seller, was Brutally Shot Dead by Military Terrorists when terrorist troops stormed… https://t.co/jbcTU5DNvO"
22867,leehsienloong,"Join me for the National Day Rally this Sun, 29 Aug at 6:45pm! The Rally will be live streamed on my Facebook Page… https://t.co/kHMhYIjWXZ"
22868,spring21MM,"(1/2)
Ko Lwin Moe was Brutally Shot Dead after being abducted & interrogated by Military Terrorists in #Karpaungkya… https://t.co/yXJ54838SP"
22869,spring21MM,"(1/2)
Ko Lwin Moe was Brutally Shot Dead after being abducted & interrogated by Military Terrorists in #Karpaungkya… https://t.co/yXJ54838SP"
22870,spring21MM,"(1/2)
Ko Lwin Moe was Brutally Shot Dead after being abducted & interrogated by Military Terrorists in #Karpaungkya… https://t.co/yXJ54838SP"
22871,spring21MM,"(1/2)
U Thein Min Tun, a bread seller, was Brutally Shot Dead by Military Terrorists when terrorist troops stormed… https://t.co/jbcTU5DNvO"
22872,LeongWaiKitCNA,"#MYANMAR #COVID19 SITUATION AUG 27

Total tally:
383,514

New daily cases:
2,635

New daily deaths:
113

Deaths so… https://t.co/kMEzXvJkbU"
22873,spring21MM,"(1/2)
U Thein Min Tun, a bread seller, was Brutally Shot Dead by Military Terrorists when terrorist troops stormed… https://t.co/jbcTU5DNvO"
22874,spring21MM,"(1/2)
Ko Lwin Moe was Brutally Shot Dead after being abducted & interrogated by Military Terrorists in #Karpaungkya… https://t.co/yXJ54838SP"
22875,spring21MM,"(1/2)
U Thein Min Tun, a bread seller, was Brutally Shot Dead by Military Terrorists when terrorist troops stormed… https://t.co/jbcTU5DNvO"
22876,spring21MM,"(1/2)
U Thein Min Tun, a bread seller, was Brutally Shot Dead by Military Terrorists when terrorist troops stormed… https://t.co/jbcTU5DNvO"
22877,spring21MM,"(1/2)
Ko Lwin Moe was Brutally Shot Dead after being abducted & interrogated by Military Terrorists in #Karpaungkya… https://t.co/yXJ54838SP"
22878,LeongWaiKitCNA,"#MYANMAR #COVID19 SITUATION AUG 27

Total tally:
383,514

New daily cases:
2,635

New daily deaths:
113

Deaths so… https://t.co/kMEzXvJkbU"
22879,LeongWaiKitCNA,"#MYANMAR #COVID19 SITUATION AUG 27

Total tally:
383,514

New daily cases:
2,635

New daily deaths:
113

Deaths so… https://t.co/kMEzXvJkbU"
22880,LeongWaiKitCNA,"#MYANMAR #COVID19 SITUATION AUG 27

Total tally:
383,514

New daily cases:
2,635

New daily deaths:
113

Deaths so… https://t.co/kMEzXvJkbU"
22881,spring21MM,"(1/2)
U Thein Min Tun, a bread seller, was Brutally Shot Dead by Military Terrorists when terrorist troops stormed… https://t.co/jbcTU5DNvO"
22882,spring21MM,"(1/2)
Ko Lwin Moe was Brutally Shot Dead after being abducted & interrogated by Military Terrorists in #Karpaungkya… https://t.co/yXJ54838SP"
22883,spring21MM,"(1/2)
Ko Lwin Moe was Brutally Shot Dead after being abducted & interrogated by Military Terrorists in #Karpaungkya… https://t.co/yXJ54838SP"
22884,LeongWaiKitCNA,"#MYANMAR #COVID19 SITUATION AUG 27

Total tally:
383,514

New daily cases:
2,635

New daily deaths:
113

Deaths so… https://t.co/kMEzXvJkbU"
22885,spring21MM,"(1/2)
U Thein Min Tun, a bread seller, was Brutally Shot Dead by Military Terrorists when terrorist troops stormed… https://t.co/jbcTU5DNvO"
22886,spring21MM,"(1/2)
U Thein Min Tun, a bread seller, was Brutally Shot Dead by Military Terrorists when terrorist troops stormed… https://t.co/jbcTU5DNvO"
22887,spring21MM,"(1/2)
Ko Lwin Moe was Brutally Shot Dead after being abducted & interrogated by Military Terrorists in #Karpaungkya… https://t.co/yXJ54838SP"
22888,SaveMM99,"Offensive Attacked Terrorists(SAC) abducted a villager from PalateHtee village,#Mindat yesterday,tortured abductee… https://t.co/5KjNaJvu81"
22889,spring21MM,"(1/2)
Ko Lwin Moe was Brutally Shot Dead after being abducted & interrogated by Military Terrorists in #Karpaungkya… https://t.co/yXJ54838SP"
22890,LeongWaiKitCNA,"#MYANMAR #COVID19 SITUATION AUG 27

Total tally:
383,514

New daily cases:
2,635

New daily deaths:
113

Deaths so… https://t.co/kMEzXvJkbU"
22891,spring21MM,"(1/2)
U Thein Min Tun, a bread seller, was Brutally Shot Dead by Military Terrorists when terrorist troops stormed… https://t.co/jbcTU5DNvO"
22892,spring21MM,"(1/2)
Ko Lwin Moe was Brutally Shot Dead after being abducted & interrogated by Military Terrorists in #Karpaungkya… https://t.co/yXJ54838SP"
22893,LeongWaiKitCNA,"#MYANMAR #COVID19 SITUATION AUG 27

Total tally:
383,514

New daily cases:
2,635

New daily deaths:
113

Deaths so… https://t.co/kMEzXvJkbU"
22894,spring21MM,"(1/2)
U Thein Min Tun, a bread seller, was Brutally Shot Dead by Military Terrorists when terrorist troops stormed… https://t.co/jbcTU5DNvO"
22895,spring21MM,"(1/2)
Ko Lwin Moe was Brutally Shot Dead after being abducted & interrogated by Military Terrorists in #Karpaungkya… https://t.co/yXJ54838SP"
22896,LeongWaiKitCNA,"#MYANMAR #COVID19 SITUATION AUG 27

Total tally:
383,514

New daily cases:
2,635

New daily deaths:
113

Deaths so… https://t.co/kMEzXvJkbU"
22897,spring21MM,"(1/2)
U Thein Min Tun, a bread seller, was Brutally Shot Dead by Military Terrorists when terrorist troops stormed… https://t.co/jbcTU5DNvO"
22898,spring21MM,"(1/2)
Ko Lwin Moe was Brutally Shot Dead after being abducted & interrogated by Military Terrorists in #Karpaungkya… https://t.co/yXJ54838SP"
22899,spring21MM,"(1/2)
Ko Lwin Moe was Brutally Shot Dead after being abducted & interrogated by Military Terrorists in #Karpaungkya… https://t.co/yXJ54838SP"
22900,LeongWaiKitCNA,"#MYANMAR #COVID19 SITUATION AUG 27

Total tally:
383,514

New daily cases:
2,635

New daily deaths:
113

Deaths so… https://t.co/kMEzXvJkbU"
22901,spring21MM,"(1/2)
U Thein Min Tun, a bread seller, was Brutally Shot Dead by Military Terrorists when terrorist troops stormed… https://t.co/jbcTU5DNvO"
22902,spring21MM,"(1/2)
U Thein Min Tun, a bread seller, was Brutally Shot Dead by Military Terrorists when terrorist troops stormed… https://t.co/jbcTU5DNvO"
22903,LeongWaiKitCNA,"#MYANMAR #COVID19 SITUATION AUG 27

Total tally:
383,514

New daily cases:
2,635

New daily deaths:
113

Deaths so… https://t.co/kMEzXvJkbU"
22904,spring21MM,"(1/2)
Ko Lwin Moe was Brutally Shot Dead after being abducted & interrogated by Military Terrorists in #Karpaungkya… https://t.co/yXJ54838SP"
22905,leehsienloong,"Join me for the National Day Rally this Sun, 29 Aug at 6:45pm! The Rally will be live streamed on my Facebook Page… https://t.co/kHMhYIjWXZ"
22906,LeongWaiKitCNA,"#MYANMAR #COVID19 SITUATION AUG 27

Total tally:
383,514

New daily cases:
2,635

New daily deaths:
113

Deaths so… https://t.co/kMEzXvJkbU"
22907,leehsienloong,"Join me for the National Day Rally this Sun, 29 Aug at 6:45pm! The Rally will be live streamed on my Facebook Page… https://t.co/kHMhYIjWXZ"
22908,spring21MM,"(1/2)
U Thein Min Tun, a bread seller, was Brutally Shot Dead by Military Terrorists when terrorist troops stormed… https://t.co/jbcTU5DNvO"
22909,mrbrown,Scrapped say scrapped lah. Simi “combined”.  https://t.co/DPvLnQhV6w
22910,spring21MM,"(1/2)
Ko Lwin Moe was Brutally Shot Dead after being abducted & interrogated by Military Terrorists in #Karpaungkya… https://t.co/yXJ54838SP"
22911,LeongWaiKitCNA,"#MYANMAR #COVID19 SITUATION AUG 27

Total tally:
383,514

New daily cases:
2,635

New daily deaths:
113

Deaths so… https://t.co/kMEzXvJkbU"
22912,TODAYonline,NUS to merge Yale-NUS and University Scholars Programme into new college; engineering and design schools to be comb… https://t.co/G9Wc4F020s
22913,LeongWaiKitCNA,"#MYANMAR #COVID19 SITUATION AUG 27

Total tally:
383,514

New daily cases:
2,635

New daily deaths:
113

Deaths so… https://t.co/kMEzXvJkbU"
22914,leehsienloong,"Join me for the National Day Rally this Sun, 29 Aug at 6:45pm! The Rally will be live streamed on my Facebook Page… https://t.co/kHMhYIjWXZ"
22915,LeongWaiKitCNA,"#MYANMAR #COVID19 SITUATION AUG 27

Total tally:
383,514

New daily cases:
2,635

New daily deaths:
113

Deaths so… https://t.co/kMEzXvJkbU"
22916,LeongWaiKitCNA,"#MYANMAR #COVID19 SITUATION AUG 27

Total tally:
383,514

New daily cases:
2,635

New daily deaths:
113

Deaths so… https://t.co/kMEzXvJkbU"
22917,spring21MM,"(1/2)
U Thein Min Tun, a bread seller, was Brutally Shot Dead by Military Terrorists when terrorist troops stormed… https://t.co/jbcTU5DNvO"
22918,spring21MM,"(1/2)
Ko Lwin Moe was Brutally Shot Dead after being abducted & interrogated by Military Terrorists in #Karpaungkya… https://t.co/yXJ54838SP"
22919,LeongWaiKitCNA,"#MYANMAR #COVID19 SITUATION AUG 27

Total tally:
383,514

New daily cases:
2,635

New daily deaths:
113

Deaths so… https://t.co/kMEzXvJkbU"
22920,SaveMM99,"As Massive forces of Terrorists(SAC) forcefully raided Kapaungkya village as 7th times,#Tanze tsp,#Sagaing division… https://t.co/7Bs0eoX6xK"
22921,spring21MM,"(1/2)
U Thein Min Tun, a bread seller, was Brutally Shot Dead by Military Terrorists when terrorist troops stormed… https://t.co/jbcTU5DNvO"
22922,spring21MM,"(1/2)
Ko Lwin Moe was Brutally Shot Dead after being abducted & interrogated by Military Terrorists in #Karpaungkya… https://t.co/yXJ54838SP"
22923,LeongWaiKitCNA,#Myanmar army spokesman says “spread of #COVID19 intensified because of overcrowded protests by dishonest people” https://t.co/m6ZBj6Rfrd
22924,spring21MM,"(1/2)
Ko Lwin Moe was Brutally Shot Dead after being abducted & interrogated by Military Terrorists in #Karpaungkya… https://t.co/yXJ54838SP"
22925,spring21MM,"(1/2)
Ko Lwin Moe was Brutally Shot Dead after being abducted & interrogated by Military Terrorists in #Karpaungkya… https://t.co/yXJ54838SP"
22926,SaveMM99,"Offensive Attacked Terrorists(SAC) abducted a villager from PalateHtee village,#Mindat yesterday,tortured abductee… https://t.co/5KjNaJvu81"
22927,LeongWaiKitCNA,#Myanmar army spokesman says “spread of #COVID19 intensified because of overcrowded protests by dishonest people” https://t.co/m6ZBj6Rfrd
22928,KKMPutrajaya,"Terkini #COVID19, 22,070 kes baharu dilaporkan."
22929,SaveMM99,"As Massive forces of Terrorists(SAC) forcefully raided Kapaungkya village as 7th times,#Tanze tsp,#Sagaing division… https://t.co/7Bs0eoX6xK"
22930,TODAYonline,NUS to merge Yale-NUS and University Scholars Programme into new college; engineering and design schools to be comb… https://t.co/G9Wc4F020s
22931,TODAYonline,NUS to merge Yale-NUS and University Scholars Programme into new college; engineering and design schools to be comb… https://t.co/G9Wc4F020s
22932,business,Singapore is now one of the best places to be in during the pandemic — muscling back in the top 10 as the only non-… https://t.co/j4FwGya4vv
22933,spring21MM,"(1/2)
Ko Lwin Moe was Brutally Shot Dead after being abducted & interrogated by Military Terrorists in #Karpaungkya… https://t.co/yXJ54838SP"
22934,LeongWaiKitCNA,#Myanmar army spokesman says “spread of #COVID19 intensified because of overcrowded protests by dishonest people” https://t.co/m6ZBj6Rfrd
22935,LeongWaiKitCNA,"#MYANMAR #COVID19 SITUATION AUG 27

Total tally:
383,514

New daily cases:
2,635

New daily deaths:
113

Deaths so… https://t.co/kMEzXvJkbU"
22936,LeongWaiKitCNA,#Myanmar army spokesman says “spread of #COVID19 intensified because of overcrowded protests by dishonest people” https://t.co/m6ZBj6Rfrd
22937,spring21MM,"(1/2)
U Thein Min Tun, a bread seller, was Brutally Shot Dead by Military Terrorists when terrorist troops stormed… https://t.co/jbcTU5DNvO"
22938,spring21MM,"(1/2)
Ko Lwin Moe was Brutally Shot Dead after being abducted & interrogated by Military Terrorists in #Karpaungkya… https://t.co/yXJ54838SP"
